,Month,Year,Vehicle Category,Bidding Type,Quota,Successful Bids,Received Bids,Quota Premium,PQP,PQP 2024,Price in 2024
1174,10,2023,Cat C,1,114.0,112.0,191.0,85900.0,82636,86106.712,89507.8
1175,10,2023,Cat C,2,114.0,112.0,186.0,84790.0,82636,86106.712,88351.18000000001
1176,10,2023,Cat D,1,497.0,494.0,661.0,10856.0,10850,11305.7,11311.952000000001
1177,10,2023,Cat D,2,502.0,474.0,632.0,11201.0,10850,11305.7,11671.442000000001
1178,10,2023,Cat E,1,140.0,140.0,261.0,152000.0,0,0.0,158384.0
1179,10,2023,Cat E,2,138.0,127.0,228.0,158004.0,0,0.0,164640.168
1180,11,2023,Cat A,1,924.0,915.0,1165.0,95689.0,102584,106892.528,99707.93800000001
1181,11,2023,Cat A,2,925.0,925.0,1291.0,85001.0,102584,106892.528,88571.042
1182,11,2023,Cat B,1,636.0,631.0,830.0,110001.0,138094,143893.948,114621.042
1183,11,2023,Cat B,2,648.0,638.0,1228.0,135336.0,138094,143893.948,141020.112
1184,11,2023,Cat C,1,190.0,186.0,281.0,78001.0,83714,87229.988,81277.042
1185,11,2023,Cat C,2,190.0,186.0,368.0,73889.0,83714,87229.988,76992.338
1186,11,2023,Cat D,1,520.0,512.0,630.0,10889.0,11094,11559.948,11346.338
1187,11,2023,Cat D,2,545.0,518.0,702.0,10001.0,11094,11559.948,10421.042000000001
1188,11,2023,Cat E,1,141.0,136.0,227.0,125011.0,0,0.0,130261.462
1189,11,2023,Cat E,2,151.0,144.0,323.0,135002.0,0,0.0,140672.084
1190,12,2023,Cat A,1,928.0,923.0,1233.0,88020.0,99449,103625.85800000001,91716.84
1191,12,2023,Cat A,2,919.0,915.0,1166.0,85000.0,99449,103625.85800000001,88570.0
1192,12,2023,Cat B,1,638.0,638.0,933.0,130100.0,136187,141906.854,135564.2
1193,12,2023,Cat B,2,643.0,619.0,847.0,110001.0,136187,141906.854,114621.042
1194,12,2023,Cat C,1,193.0,188.0,346.0,71001.0,81545,84969.89,73983.042
1195,12,2023,Cat C,2,192.0,189.0,359.0,69423.0,81545,84969.89,72338.766
1196,12,2023,Cat D,1,529.0,527.0,731.0,9858.0,10758,11209.836000000001,10272.036
1197,12,2023,Cat D,2,546.0,545.0,646.0,9002.0,10758,11209.836000000001,9380.084
1198,12,2023,Cat E,1,145.0,136.0,287.0,133388.0,0,0.0,138990.296
1199,12,2023,Cat E,2,147.0,147.0,228.0,118388.0,0,0.0,123360.296
1200,1,2024,Cat A,1,924.0,920.0,1184.0,65010.0,93952,93952.0,65010.0
1201,1,2024,Cat A,2,923.0,921.0,1880.0,81589.0,93952,93952.0,81589.0
1202,1,2024,Cat B,1,633.0,628.0,850.0,85010.0,130241,130241.0,85010.0
1203,1,2024,Cat B,2,657.0,657.0,1308.0,112000.0,130241,130241.0,112000.0
1204,1,2024,Cat C,1,193.0,192.0,340.0,67599.0,77168,77168.0,67599.0
1205,1,2024,Cat C,2,191.0,187.0,394.0,68001.0,77168,77168.0,68001.0
1206,1,2024,Cat D,1,523.0,514.0,666.0,9114.0,10302,10302.0,9114.0
1207,1,2024,Cat D,2,520.0,491.0,615.0,9309.0,10302,10302.0,9309.0
1208,1,2024,Cat E,1,149.0,140.0,263.0,106388.0,0,0.0,106388.0
1209,1,2024,Cat E,2,140.0,136.0,267.0,109004.0,0,0.0,109004.0
1210,2,2024,Cat A,1,938.0,910.0,1931.0,79000.0,83385,83385.0,79000.0
1211,2,2024,Cat A,2,937.0,936.0,1909.0,76801.0,83385,83385.0,76801.0
1212,2,2024,Cat B,1,655.0,596.0,1163.0,102338.0,113742,113742.0,102338.0
1213,2,2024,Cat B,2,649.0,642.0,1034.0,97000.0,113742,113742.0,97000.0
1214,2,2024,Cat C,1,196.0,191.0,366.0,72001.0,71319,71319.0,72001.0
1215,2,2024,Cat C,2,199.0,192.0,374.0,73001.0,71319,71319.0,73001.0
1216,2,2024,Cat D,1,530.0,528.0,717.0,9290.0,9696,9696.0,9290.0
1217,2,2024,Cat D,2,548.0,548.0,689.0,8911.0,9696,9696.0,8911.0
1218,2,2024,Cat E,1,163.0,159.0,305.0,100101.0,0,0.0,100101.0
1219,2,2024,Cat E,2,158.0,156.0,271.0,94006.0,0,0.0,94006.0
1220,3,2024,Cat A,1,963.0,923.0,1866.0,83000.0,79237,79237.0,83000.0
1221,3,2024,Cat A,2,936.0,935.0,1922.0,85489.0,79237,79237.0,85489.0
1222,3,2024,Cat B,1,708.0,704.0,1073.0,96010.0,106075,106075.0,96010.0
1223,3,2024,Cat B,2,656.0,615.0,1066.0,96011.0,106075,106075.0,96011.0
1224,3,2024,Cat C,1,200.0,198.0,303.0,75599.0,70171,70171.0,75599.0
1225,3,2024,Cat C,2,202.0,202.0,313.0,70112.0,70171,70171.0,70112.0
1226,3,2024,Cat D,1,520.0,518.0,646.0,9400.0,9248,9248.0,9400.0
1227,3,2024,Cat D,2,521.0,516.0,629.0,9689.0,9248,9248.0,9689.0
1228,3,2024,Cat E,1,159.0,150.0,282.0,95010.0,0,0.0,95010.0
1229,3,2024,Cat E,2,157.0,157.0,256.0,95856.0,0,0.0,95856.0
1230,4,2024,Cat A,1,975.0,970.0,1922.0,89000.0,78482,78482.0,89000.0
1231,4,2024,Cat A,2,936.0,916.0,1390.0,94010.0,78482,78482.0,94010.0
1232,4,2024,Cat B,1,653.0,645.0,1208.0,101334.0,98062,98062.0,101334.0
1233,4,2024,Cat B,2,690.0,690.0,1008.0,102001.0,98062,98062.0,102001.0
1234,4,2024,Cat C,1,197.0,196.0,365.0,67501.0,71053,71053.0,67501.0
1235,4,2024,Cat C,2,195.0,193.0,332.0,68502.0,71053,71053.0,68502.0
1236,4,2024,Cat D,1,520.0,510.0,610.0,10000.0,9286,9286.0,10000.0
1237,4,2024,Cat D,2,522.0,514.0,625.0,9990.0,9286,9286.0,9990.0
1238,4,2024,Cat E,1,164.0,161.0,333.0,101002.0,0,0.0,101002.0
1239,4,2024,Cat E,2,155.0,151.0,269.0,103249.0,0,0.0,103249.0
1240,5,2024,Cat A,1,968.0,968.0,1632.0,93604.0,84550,84550.0,93604.0
1241,5,2024,Cat A,2,983.0,980.0,1444.0,92700.0,84550,84550.0,92700.0
1242,5,2024,Cat B,1,666.0,638.0,1237.0,105002.0,99116,99116.0,105002.0
1243,5,2024,Cat B,2,658.0,641.0,1099.0,105689.0,99116,99116.0,105689.0
1244,5,2024,Cat C,1,206.0,181.0,350.0,70001.0,71120,71120.0,70001.0
1245,5,2024,Cat C,2,207.0,198.0,382.0,72001.0,71120,71120.0,72001.0
1246,5,2024,Cat D,1,528.0,528.0,630.0,9503.0,9547,9547.0,9503.0
1247,5,2024,Cat D,2,526.0,523.0,604.0,9311.0,9547,9547.0,9311.0
1248,5,2024,Cat E,1,177.0,169.0,317.0,104689.0,0,0.0,104689.0
1249,5,2024,Cat E,2,178.0,176.0,295.0,105002.0,0,0.0,105002.0
1250,6,2024,Cat A,1,962.0,957.0,1467.0,88200.0,89634,89634.0,88200.0
1251,6,2024,Cat A,2,966.0,955.0,1403.0,90889.0,89634,89634.0,90889.0
1252,6,2024,Cat B,1,685.0,671.0,974.0,100607.0,101008,101008.0,100607.0
1253,6,2024,Cat B,2,674.0,670.0,1046.0,102334.0,101008,101008.0,102334.0
1254,6,2024,Cat C,1,230.0,222.0,334.0,70589.0,70620,70620.0,70589.0
1255,6,2024,Cat C,2,214.0,206.0,291.0,69900.0,70620,70620.0,69900.0
1256,6,2024,Cat D,1,519.0,519.0,628.0,8989.0,9649,9649.0,8989.0
1257,6,2024,Cat D,2,520.0,519.0,620.0,9002.0,9649,9649.0,9002.0
1258,6,2024,Cat E,1,183.0,182.0,319.0,101600.0,0,0.0,101600.0
1259,6,2024,Cat E,2,177.0,175.0,301.0,100000.0,0,0.0,100000.0
1260,7,2024,Cat A,1,967.0,932.0,1429.0,91001.0,91401,91401.0,91001.0
1261,7,2024,Cat A,2,973.0,972.0,1342.0,91899.0,91401,91401.0,91899.0
1262,7,2024,Cat B,1,671.0,671.0,896.0,100901.0,102828,102828.0,100901.0
1263,7,2024,Cat B,2,661.0,639.0,891.0,100000.0,102828,102828.0,100000.0
1264,7,2024,Cat C,1,214.0,213.0,325.0,70001.0,69749,69749.0,70001.0
1265,7,2024,Cat C,2,214.0,214.0,355.0,70601.0,69749,69749.0,70601.0
1266,7,2024,Cat D,1,517.0,517.0,571.0,8900.0,9466,9466.0,8900.0
1267,7,2024,Cat D,2,518.0,512.0,591.0,9089.0,9466,9466.0,9089.0
1268,7,2024,Cat E,1,176.0,170.0,309.0,100889.0,0,0.0,100889.0
1269,7,2024,Cat E,2,177.0,177.0,300.0,100341.0,0,0.0,100341.0
1270,8,2024,Cat A,1,1013.0,1007.0,1570.0,94289.0,91383,91383.0,94289.0
1271,8,2024,Cat A,2,978.0,966.0,1314.0,93900.0,91383,91383.0,93900.0
1272,8,2024,Cat B,1,663.0,662.0,1150.0,106101.0,102423,102423.0,106101.0
1273,8,2024,Cat B,2,686.0,686.0,985.0,105889.0,102423,102423.0,105889.0
1274,8,2024,Cat C,1,218.0,218.0,312.0,71100.0,70516,70516.0,71100.0
1275,8,2024,Cat C,2,216.0,215.0,333.0,72400.0,70516,70516.0,72400.0
1276,8,2024,Cat D,1,517.0,513.0,599.0,9601.0,9133,9133.0,9601.0
1277,8,2024,Cat D,2,523.0,522.0,614.0,9310.0,9133,9133.0,9310.0
1278,8,2024,Cat E,1,178.0,175.0,322.0,105239.0,0,0.0,105239.0
1279,8,2024,Cat E,2,173.0,168.0,350.0,106001.0,0,0.0,106001.0
1280,9,2024,Cat A,1,1013.0,1007.0,1570.0,94289.0,91697,91697.0,94289.0
1281,9,2024,Cat A,2,978.0,966.0,1314.0,93900.0,91697,91697.0,93900.0
1282,9,2024,Cat B,1,663.0,662.0,1150.0,106101.0,102639,102639.0,106101.0
1283,9,2024,Cat B,2,686.0,686.0,985.0,105889.0,102639,102639.0,105889.0
1284,9,2024,Cat C,1,218.0,218.0,312.0,71100.0,70766,70766.0,71100.0
1285,9,2024,Cat C,2,216.0,215.0,333.0,72400.0,70766,70766.0,72400.0
1286,9,2024,Cat D,1,517.0,513.0,599.0,9601.0,9149,9149.0,9601.0
1287,9,2024,Cat D,2,523.0,522.0,614.0,9310.0,9149,9149.0,9310.0
1288,9,2024,Cat E,1,178.0,175.0,322.0,105239.0,0,0.0,105239.0
1289,9,2024,Cat E,2,173.0,168.0,350.0,106001.0,0,0.0,106001.0
